date,world_name,ranking,character_name,character_level,character_exp,class_name,sub_class_name,character_popularity,character_guildname
2023-12-22,엘리시움,44,박덕꿍,291,156713476810826,도적,듀얼블레이더,2310,
2023-12-22,크로아,45,ifthenelse,291,153232956378270,메르세데스,,291,Ellui
2023-12-22,스카니아,46,한계,291,152418618081726,도적,나이트로드,9316,
2023-12-22,엘리시움,47,법행,291,138889697969398,마법사,"아크메이지(불,독)",35794,
2023-12-22,엘리시움,48,작반,291,125870666445449,팬텀,,5804,
2023-12-22,스카니아,49,Baddy,291,125267279798480,레지스탕스,메카닉,9276,히히
2023-12-22,스카니아,50,태주,291,124160319568750,도적,듀얼블레이더,7952,
2023-12-22,크로아,51,구랙,291,112059997200243,마법사,"아크메이지(불,독)",806,치치
2023-12-22,스카니아,52,알샤,291,105876183926207,도적,나이트로드,2387,사랑
2023-12-22,베라,53,쩌네이런,291,101169715427431,도적,듀얼블레이더,3609,Aura
2023-12-22,오로라,54,학살자펭귄,291,98963083912593,해적,캡틴,6154,피너
2023-12-22,루나,55,주피터king,291,97681974494694,도적,나이트로드,25552,모여
2023-12-22,엘리시움,56,흑화윈,291,84087635464490,아델,,396,
2023-12-22,엘리시움,57,배구,291,82156722882900,마법사,"아크메이지(썬,콜)",6451,
2023-12-22,크로아,58,페북,291,76200571860269,루미너스,,257,사보
2023-12-22,루나,59,공주,291,74548221674006,마법사,비숍,321,욘석들
2023-12-22,엘리시움,60,광선,291,66755890747348,레지스탕스,제논,1923,
2023-12-22,베라,61,선셋,291,61187609266191,기사단,나이트워커,850,반달
2023-12-22,이노시스,62,먹음쟁이,291,48187858078083,프렌즈 월드,키네시스,1732,바다
2023-12-22,엘리시움,63,Kiss예진,291,44676825429880,아델,,1289,
2023-12-22,엘리시움,64,초코빵내꺼야,291,44474508623891,카데나,,1286,
2023-12-22,크로아,65,사냥터,291,42155782745246,프렌즈 월드,키네시스,1800,LuMinouS
2023-12-22,루나,66,시눙식,291,40977550499799,호영,,9771,GAZUA
2023-12-22,스카니아,67,누라리한,291,34103731162798,초월자,제로,2110,푸르내
2023-12-22,루나,68,루나썬콜,291,32042695387290,마법사,"아크메이지(썬,콜)",829,MyStage
2023-12-22,크로아,69,Harb,291,31622076595147,도적,나이트로드,2549,허니
2023-12-22,스카니아,70,냐무마,291,24518801575742,아델,,314,사랑
2023-12-22,크로아,71,쿠몽,291,12883308777554,은월,,10222,유대
2023-12-22,루나,72,지네,291,12357312998091,마법사,"아크메이지(불,독)",1380,지존
2023-12-22,엘리시움,73,중곤,291,11038690650859,도적,듀얼블레이더,484,
2023-12-22,엘리시움,74,행쇼,291,8464163239035,마법사,비숍,1234,
2023-12-22,엘리시움,75,로맨틱,291,3609010118885,마법사,"아크메이지(불,독)",68,
2023-12-22,베라,76,이하니,291,563964706268,엔젤릭버스터,,587,각인
2023-12-22,스카니아,77,밍잇,290,288258400672531,마법사,비숍,17395,헤로인
2023-12-22,베라,78,쌍초늬,290,286645267666798,에반,,841,Aura
2023-12-22,엘리시움,79,뚜낵,290,286506153378674,아크,,2763,
2023-12-22,크로아,80,딸긔,290,274172853719066,아델,,1015,지존
2023-12-22,루나,81,지봉이,290,269255966389423,기사단,나이트워커,17624,Rebirth
2023-12-22,스카니아,82,황후,290,264609625074354,호영,,15224,하주
2023-12-22,베라,83,손오반,290,263379004297328,도적,나이트로드,1702,반달
2023-12-22,루나,84,어서,290,253799738106926,궁수,신궁,4199,스타
2023-12-22,엘리시움,85,남살프,290,252164612010496,레지스탕스,와일드헌터,575,
2023-12-22,루나,86,수정과,290,249742284203781,아델,,2830,하늘
2023-12-22,이노시스,87,훅지른캐릭Il,290,246671511636656,전사,다크나이트,11238,해월
2023-12-22,루나,88,야한책,290,242717837302667,궁수,신궁,351,깜찍
2023-12-22,제니스,89,호종샴,290,239099697710889,아델,,305,청린
2023-12-22,루나,90,여니,290,233079008957002,궁수,패스파인더,4931,도로시
2023-12-22,스카니아,91,자너,290,226271604751432,도적,섀도어,1410,미소
2023-12-22,루나,92,휴씨엔버,290,217174700114740,엔젤릭버스터,,1670,욘석들
2023-12-22,이노시스,93,반보,290,216991648948864,도적,섀도어,587,TheOne
2023-12-22,스카니아,94,겨울,290,212688526729959,마법사,"아크메이지(불,독)",6619,사랑
2023-12-22,루나,95,쫑쫑종옹,290,212199426613477,도적,나이트로드,190,뚠카롱
2023-12-22,크로아,96,hs푸른하늘sh,290,210296577814797,전사,다크나이트,8087,치치
2023-12-22,크로아,97,sure,290,191371482871730,기사단,나이트워커,200,루루
2023-12-22,루나,98,태연,290,189763998953006,전사,히어로,289,욘석들
2023-12-22,루나,99,깽키,290,187701602610403,카이저,,2418,Fairplay
2023-12-22,엘리시움,100,피오나공주,290,187442668544993,아델,,1053,
2023-12-22,제니스,101,한수녀,290,187232689243233,도적,나이트로드,797,모델
2023-12-22,엘리시움,102,중딩,290,186075704965252,도적,섀도어,115,
2023-12-22,엘리시움,103,더끔더끔더끔,290,184802947000625,아란,,397,
2023-12-22,엘리시움,104,초성,290,178903897164341,팬텀,,3874,
2023-12-22,크로아,105,멍믹,290,177861276048947,아델,,1325,지존
2023-12-22,스카니아,106,세븐,290,177591048021629,레지스탕스,메카닉,1497,사랑
2023-12-22,베라,107,현배,290,175083588074125,기사단,소울마스터,1381,보보
2023-12-22,스카니아,108,남한,290,174391156040702,에반,,3638,리더
2023-12-22,베라,109,임청하,290,174309718084189,도적,듀얼블레이더,99999,제리
2023-12-22,크로아,110,쁠이블,290,173026448378495,도적,듀얼블레이더,1199,반하나
2023-12-22,크로아,111,맑음,290,170188143937973,레지스탕스,제논,99999,지존
2023-12-22,엘리시움,112,최고,290,169951953110439,아란,,1481,
2023-12-22,루나,113,아욤,290,167262406817045,마법사,비숍,4588,지존
2023-12-22,제니스,114,봉인,290,164020187359966,마법사,"아크메이지(불,독)",5353,야호
2023-12-22,엘리시움,115,지옥문입구컷,290,159946907728571,팬텀,,738,
2023-12-22,엘리시움,116,끅예,290,159409030727570,에반,,18277,
2023-12-22,스카니아,117,영돌,290,157336624091313,기사단,소울마스터,692,사랑
2023-12-22,엘리시움,118,Lacheln,290,156558398702725,은월,,186,
2023-12-22,베라,119,피글렛,290,152034090619220,마법사,"아크메이지(불,독)",356,Aura
2023-12-22,엘리시움,120,리와와,290,149262494295443,레지스탕스,와일드헌터,6185,
2023-12-22,유니온,121,Marksbowman,290,148964541422598,궁수,보우마스터,3907,늙은밤
2023-12-22,크로아,122,믹스,290,147293530334604,아델,,14153,지존
2023-12-22,엘리시움,123,달달,290,144391537196471,궁수,보우마스터,4071,
2023-12-22,베라,124,성조,290,143599832649768,전사,히어로,2874,TestA021
2023-12-22,스카니아,125,똑설,290,141409044470402,마법사,비숍,2925,전설
2023-12-22,크로아,126,인도,290,141009204321756,아란,,679,지존
2023-12-22,크로아,127,별바람,290,134048792760246,기사단,윈드브레이커,3441,허니
2023-12-22,엘리시움,128,꾸장,290,133568668486114,도적,나이트로드,387,
2023-12-22,엘리시움,129,Meeting,290,131390848856187,아크,,1347,
2023-12-22,루나,130,버뜨,290,131348541829569,아델,,265,지존
2023-12-22,스카니아,131,송중기,290,125504965306652,도적,나이트로드,2253,리더
2023-12-22,엘리시움,132,문도,290,125489088671486,궁수,패스파인더,406,
2023-12-22,엘리시움,133,파스,290,124308300630306,마법사,"아크메이지(썬,콜)",3290,
2023-12-22,크로아,134,큐리링,290,123866503497803,레지스탕스,배틀메이지,2895,사해
2023-12-22,엘리시움,135,재진,290,123078666517743,아란,,-50,
2023-12-22,루나,136,아이코쿠마,290,122864172470411,마법사,"아크메이지(불,독)",92307,CoPys
2023-12-22,엘리시움,137,코세,290,120068132492459,레지스탕스,데몬슬레이어,5284,
2023-12-22,스카니아,138,케롤,290,119311565254935,마법사,"아크메이지(불,독)",5642,나나
2023-12-22,루나,139,그샷,290,117943696700907,도적,듀얼블레이더,1791,그별
2023-12-22,크로아,140,신봉선,290,117516776173084,아델,,1509,생글
2023-12-22,루나,141,체링,290,116001623082931,마법사,"아크메이지(불,독)",1594,지존
2023-12-22,스카니아,142,네코,290,109888330754585,도적,듀얼블레이더,32805,잉잉
2023-12-22,루나,143,껌탱,290,108114651271705,도적,나이트로드,620,빵집
2023-12-22,크로아,144,솜꽃잎,290,104254790688916,전사,다크나이트,8936,안개꽃
2023-12-22,스카니아,145,긴장,290,103148160777657,도적,듀얼블레이더,1735,사랑
2023-12-22,루나,146,리테,290,102284635771866,기사단,윈드브레이커,69,지존
2023-12-22,엘리시움,147,우락키네,290,99951256663065,프렌즈 월드,키네시스,21509,
2023-12-22,루나,148,석현,290,97260389580763,아델,,1278,지존
2023-12-22,스카니아,149,마그네틱,290,96772942514739,레지스탕스,메카닉,4491,물방울
2023-12-22,크로아,150,댕댕,290,96543276017900,마법사,"아크메이지(불,독)",826,지존
2023-12-22,스카니아,151,세누,290,94715077861729,루미너스,,8558,연인
2023-12-22,루나,152,프상,290,93840447605045,도적,섀도어,14,리넘
2023-12-22,엘리시움,153,비올팬,290,92289509138209,팬텀,,8790,
2023-12-22,엘리시움,154,히히,290,91262823332682,전사,히어로,1690,
2023-12-22,엘리시움,155,큐랑,290,90647701443506,호영,,286,
2023-12-22,스카니아,156,난또삐,290,90510578620745,레지스탕스,데몬어벤져,14578,사이
2023-12-22,크로아,157,구카,290,89866683644952,은월,,13562,루루
2023-12-22,스카니아,158,손성,290,87982443460421,기사단,플레임위자드,4060,사랑
2023-12-22,엘리시움,159,섭이,290,86298259949578,마법사,비숍,10021,
2023-12-22,이노시스,160,채만,290,84570484111519,전사,팔라딘,5196,백선
2023-12-22,스카니아,161,치명,290,83110051688888,메르세데스,,56377,사랑
2023-12-22,스카니아,162,옴므,290,82910721553317,도적,나이트로드,294,사랑
2023-12-22,루나,163,대호,290,81949624784287,아델,,429,지존
2023-12-22,스카니아,164,작안,290,81186749798016,마법사,"아크메이지(불,독)",1382,사랑
2023-12-22,엘리시움,165,버프가부족햄,290,80653681406430,마법사,비숍,434,
2023-12-22,루나,166,카시,290,79881360201346,도적,섀도어,352,지존
2023-12-22,오로라,167,하란,290,75462485620333,궁수,패스파인더,380,그곳
2023-12-22,루나,168,댕기,290,74402038741791,아크,,1988,Fairplay
2023-12-22,오로라,169,독성,290,72867264098313,마법사,"아크메이지(불,독)",-293,뷰티
2023-12-22,엘리시움,170,도비,290,72015560901192,레지스탕스,와일드헌터,4871,
2023-12-22,스카니아,171,다훈,290,70455229965252,마법사,비숍,389,리더
2023-12-22,스카니아,172,후니,290,68037773768802,도적,나이트로드,940,사랑
2023-12-22,베라,173,판냐잉,290,64891664201864,궁수,패스파인더,1059,밍밍
2023-12-22,크로아,174,뽕잎,290,64862931847699,엔젤릭버스터,,224,허니
2023-12-22,크로아,175,포츈베이요넷,290,63206144742239,에반,,712,사해
2023-12-22,스카니아,176,욱브,290,63118815658436,기사단,윈드브레이커,50,향기
2023-12-22,루나,177,카카,290,59454519059911,도적,나이트로드,5831,지존
2023-12-22,스카니아,178,냥이롬,290,58881521495857,전사,히어로,1955,헤로인
2023-12-22,크로아,179,열정시민,290,58471185547396,전사,히어로,1835,은하
2023-12-22,레드,180,써프,290,57797462744806,궁수,패스파인더,402,장난
2023-12-22,엘리시움,181,시들어가는날,290,56999833414325,전사,히어로,4723,
2023-12-22,루나,182,뭐혜인마,290,56448311183653,해적,바이퍼,64,엘리스
2023-12-22,크로아,183,시기S,290,54786250206501,도적,듀얼블레이더,478,허니
2023-12-22,크로아,184,유리카,290,53770209560591,레지스탕스,블래스터,312,Case
2023-12-22,이노시스,185,쩝법사21세,290,53482367717970,레지스탕스,배틀메이지,4292,밤편지
2023-12-22,루나,186,읽씹,290,52622041077831,레지스탕스,와일드헌터,1919,Fairplay
2023-12-22,루나,187,띤잘,290,52488416553603,레지스탕스,메카닉,881,자장가
2023-12-22,루나,188,이제티,290,52488256349020,레지스탕스,메카닉,887,자장가
2023-12-22,루나,189,캐슈,290,50499219845415,해적,캐논마스터,853,도로시
2023-12-22,제니스,190,Aufgabe,290,50188139336276,레지스탕스,배틀메이지,379,청린
2023-12-22,크로아,191,창술,290,50053503703914,전사,다크나이트,5319,말랑
2023-12-22,레드,192,그건아,290,48998888131083,은월,,1329,순하리
2023-12-22,스카니아,193,타잔,290,48378077002251,아크,,2616,사랑
2023-12-22,크로아,194,Crispy,290,47872254510357,도적,나이트로드,589,플포개구리
2023-12-22,루나,195,병국,290,47368511560368,레지스탕스,데몬슬레이어,99999,욘석들
2023-12-22,엘리시움,196,핌이,290,47044231565537,마법사,비숍,632,
2023-12-22,엘리시움,197,베비,290,46534757632090,마법사,비숍,3543,
2023-12-22,베라,198,성꽃,290,44824074300659,팬텀,,294,Heize
2023-12-22,루나,199,August,290,44127618921647,카이저,,-149,Design
2023-12-22,엘리시움,200,언드,290,42241582277591,팬텀,,17937,
2023-12-22,엘리시움,201,교황,290,41854304775971,마법사,비숍,13610,
2023-12-22,스카니아,202,토햐,290,39646049794451,마법사,비숍,4664,사랑
2023-12-22,루나,203,동연,290,39107277218096,도적,나이트로드,2720,탐험
2023-12-22,엘리시움,204,저속,290,38516291619381,아델,,523,
2023-12-22,루나,205,어썰트,290,38503413392953,도적,듀얼블레이더,14803,루나
2023-12-22,루나,206,초오,290,37823991845086,마법사,"아크메이지(불,독)",4526,하트
2023-12-22,스카니아,207,윤살아,290,36361132433490,마법사,비숍,556,사랑
2023-12-22,유니온,208,Eilofe,290,35182735625159,전사,히어로,569,쪼꼬맹이들
2023-12-22,크로아,209,병력,290,34871343531931,전사,히어로,123,루루
2023-12-22,루나,210,이득,290,34326823077181,해적,캐논마스터,7138,하얀구름
2023-12-22,베라,211,검정후냥이,290,34292851656774,아크,,322,떨림
2023-12-22,루나,212,곁으로갈게,290,33091056835428,도적,나이트로드,124,욘석들
2023-12-22,크로아,213,최현호,290,31198256310603,엔젤릭버스터,,767,라이
2023-12-22,엘리시움,214,자닌,290,30916743246735,전사,팔라딘,1040,
2023-12-22,이노시스,215,도철떤,290,30632112612410,호영,,1199,조용
2023-12-22,루나,216,펀치,290,29970281525047,도적,나이트로드,1631,지존
2023-12-22,엘리시움,217,세계,290,28855678332680,기사단,윈드브레이커,339,
2023-12-22,엘리시움,218,잎포,290,28483836158018,마법사,"아크메이지(불,독)",253,
2023-12-22,엘리시움,219,전생,290,27297606752617,기사단,플레임위자드,856,
2023-12-22,스카니아,220,별뮤직,290,24462511637693,프렌즈 월드,키네시스,24439,호사
2023-12-22,엘리시움,221,베리,290,23354792026300,마법사,비숍,21685,
2023-12-22,엘리시움,222,인드,290,21970310999744,기사단,윈드브레이커,45,
2023-12-22,베라,223,태중,290,19873974850658,도적,듀얼블레이더,13302,제리
2023-12-22,베라,224,참피학대파,290,19672958754147,일리움,,360,세움
2023-12-22,엘리시움,225,설리,290,19002829865600,엔젤릭버스터,,6174,
2023-12-22,스카니아,226,남은메포,290,16624897634041,해적,캐논마스터,804,향기
2023-12-22,루나,227,Ssiwoo,290,15076093976209,아란,,2856,아담
2023-12-22,유니온,228,안녕별잇,290,14100602775958,아란,,4366,도로시
2023-12-22,스카니아,229,윈드,290,14077154148282,기사단,윈드브레이커,97,두근
2023-12-22,베라,230,금수저광부다,290,13766718198183,프렌즈 월드,키네시스,2947,세움
2023-12-22,스카니아,231,의첨지,290,13215137794822,은월,,224,나무
2023-12-22,크로아,232,독주,290,13088401764250,마법사,"아크메이지(불,독)",3824,루루
2023-12-22,엘리시움,233,강우현,290,12603718829161,도적,듀얼블레이더,293,
2023-12-22,스카니아,234,이어징,290,12372196381607,레지스탕스,제논,2079,만년
2023-12-22,엘리시움,235,탑쑨,290,12067982264955,레지스탕스,제논,21995,
2023-12-22,스카니아,236,신별,290,11055652476001,도적,섀도어,738,YAYA
2023-12-22,엘리시움,237,쎄이효,290,9873008163628,전사,팔라딘,18843,
2023-12-22,레드,238,다시금은,290,8663653919852,아델,,78,유령
2023-12-22,스카니아,239,렛뚜아님,290,8056398141061,기사단,윈드브레이커,292,사라사라
2023-12-22,스카니아,240,그어,290,7172844044851,아란,,5908,사랑
2023-12-22,오로라,241,꼬기사장,290,5718413469208,전사,다크나이트,302,뷰티
2023-12-22,루나,242,자유,290,2645709982111,도적,듀얼블레이더,278,지존
2023-12-22,엘리시움,243,송은,290,2608931234886,레지스탕스,와일드헌터,3419,
2023-12-22,오로라,244,채류아,290,1729268170970,아델,,339,저승사자
2023-12-22,엘리시움,245,리탑무릉,290,1395798126712,마법사,"아크메이지(불,독)",157,
2023-12-22,스카니아,246,일리움민병수,290,522020222105,일리움,,117,소유
2023-12-22,루나,247,래찬,290,206426120652,기사단,소울마스터,1882,지존
2023-12-22,엘리시움,248,불똥,290,457230203,마법사,"아크메이지(불,독)",1893,
2023-12-22,엘리시움,249,앙떵,289,145379057630000,아델,,537,
2023-12-22,엘리시움,250,햄쥬,289,145024289604031,해적,캐논마스터,1404,
2023-12-22,스카니아,251,쌘코링,289,142710804482307,마법사,"아크메이지(불,독)",1133,리더
2023-12-22,스카니아,252,나넹,289,142553649068258,기사단,윈드브레이커,102,사이
2023-12-22,크로아,253,광부용hs,289,142541035570589,도적,듀얼블레이더,486,Shiny
2023-12-22,스카니아,254,워녕,289,142307250684771,마법사,"아크메이지(불,독)",2984,키즈
2023-12-22,루나,255,Closer,289,141965401782857,카데나,,1759,Holic
2023-12-22,크로아,256,WANTED,289,139229700400322,기사단,윈드브레이커,466,은하
2023-12-22,스카니아,257,칸쉬,289,136971825557079,마법사,비숍,361,사랑
2023-12-22,스카니아,258,솔휘,289,136534068155316,레지스탕스,데몬슬레이어,16063,리더
2023-12-22,제니스,259,듄뎨,289,134395469239803,기사단,플레임위자드,691,야호
2023-12-22,엘리시움,260,비곤,289,134069825901555,레지스탕스,메카닉,879,
2023-12-22,루나,261,감정폭주,289,132832703365430,아크,,60537,고수time
2023-12-22,이노시스,262,츄앙,289,132150103902874,마법사,"아크메이지(썬,콜)",1373,프라하
2023-12-22,베라,263,필부,289,132016048353122,레지스탕스,블래스터,177,Real
2023-12-22,이노시스,264,쓰까,289,131323222902796,레지스탕스,제논,3176,바다
2023-12-22,스카니아,265,장소,289,131140467420718,은월,,1557,여백
2023-12-22,스카니아,266,상조갓,289,130777667200639,레지스탕스,데몬어벤져,1999,사랑
2023-12-22,제니스,267,zero쳇,289,130166541661541,초월자,제로,2053,까망
2023-12-22,루나,268,토하,289,125481636639043,레지스탕스,블래스터,494,지존
2023-12-22,엘리시움,269,한송우,289,124532817452438,도적,나이트로드,1233,
2023-12-22,오로라,270,숩뜹,289,123788297169444,호영,,1300,피너
2023-12-22,레드,271,신서시스,289,123768636589729,전사,다크나이트,484,Clue
2023-12-22,엘리시움,272,교과,289,123558608617940,초월자,제로,7067,
2023-12-22,크로아,273,치리,289,123375495856990,메르세데스,,1097,루루
2023-12-22,크로아,274,넷째,289,122701271193156,레지스탕스,제논,30915,생글
2023-12-22,크로아,275,쿠마,289,121814184979920,궁수,신궁,2338,귤나무
2023-12-22,스카니아,276,Feta,289,120160696610099,루미너스,,520,키즈
2023-12-22,유니온,277,도피자금,289,117581537649512,도적,나이트로드,917,TheQuBic
2023-12-22,엘리시움,278,애널킹덤,289,116330991898801,전사,다크나이트,203,
2023-12-22,루나,279,보드카,289,115739412087008,도적,섀도어,388,오늘만
2023-12-22,베라,280,뇽그르,289,115148231943849,해적,바이퍼,3034,꽃을든남자
2023-12-22,엘리시움,281,Kbank,289,114724352033985,도적,나이트로드,7038,
2023-12-22,루나,282,범슈,289,112475087248920,도적,나이트로드,23219,지존
2023-12-22,루나,283,동전쮸,289,112444405664565,일리움,,3413,욘석들
2023-12-22,크로아,284,전기,289,112278042275128,마법사,"아크메이지(썬,콜)",395,유대
2023-12-22,엘리시움,285,RetroRampage,289,111304109663914,레지스탕스,블래스터,143,
2023-12-22,크로아,286,신형,289,110595135134628,마법사,"아크메이지(썬,콜)",5181,쿠키
2023-12-22,제니스,287,포링슈슈,289,107825884928240,궁수,패스파인더,267,바다
2023-12-22,오로라,288,청사흘,289,106433390724663,도적,듀얼블레이더,1167,뷰티
2023-12-22,스카니아,289,전투,289,104057152260594,궁수,보우마스터,4290,연인
2023-12-22,스카니아,290,Aran2최고다,289,103043877930858,아란,,731,Crater
2023-12-22,스카니아,291,차하진,289,101640462582686,메르세데스,,5486,63클럽
2023-12-22,엘리시움,292,포던,289,101585383781066,도적,듀얼블레이더,557,
2023-12-22,크로아,293,칼리,289,101368805789856,칼리,,60,Alpha
2023-12-22,베라,294,엘페,289,100985978962085,기사단,윈드브레이커,13899,퍄퍄
2023-12-22,엘리시움,295,원분,289,100299560984917,도적,듀얼블레이더,1185,
2023-12-22,유니온,296,수속,289,99977874827730,레지스탕스,메카닉,1173,Lunes
2023-12-22,유니온,297,SG천,289,97807646842657,해적,바이퍼,602,Lunes
2023-12-22,유니온,298,건들면클나용,289,97254302410361,아델,,5385,웃음그리기
2023-12-22,루나,299,엔드템,289,96666672963196,마법사,비숍,1057,개굴
2023-12-22,루나,300,crime,289,96090148899321,도적,듀얼블레이더,315,욘석들
2023-12-22,스카니아,301,헬창곽,289,95078007427292,아델,,15102,황혼
2023-12-22,루나,302,농약군,289,94746265502838,아델,,662,Kissing
2023-12-22,스카니아,303,김도희,289,93661281505982,루미너스,,141,야채
2023-12-22,크로아,304,읍술,289,93558009728961,기사단,소울마스터,350,당돌
2023-12-22,엘리시움,305,유자쏘주,289,93367928852074,에반,,3252,
2023-12-22,루나,306,청규율,289,93351805263276,카인,,150,메리
2023-12-22,엘리시움,307,싯포,289,92891370521041,마법사,"아크메이지(불,독)",410,
2023-12-22,루나,308,곱상한,289,91211466230020,은월,,4384,루나
2023-12-22,루나,309,벨치스,289,88339329497914,레지스탕스,블래스터,4237,환생
2023-12-22,오로라,310,으파,289,88252761991278,레지스탕스,데몬어벤져,4394,니니
2023-12-22,루나,311,사슬낫의제니,289,87552416884783,카데나,,4335,Rure
2023-12-22,스카니아,312,사선추격,289,87085776762842,해적,캡틴,1145,헤로인
2023-12-22,제니스,313,시쟈,289,86188270712164,도적,나이트로드,510,달치즈
2023-12-22,엘리시움,314,호이퍼,289,85024139170027,해적,캡틴,114,
2023-12-22,엘리시움,315,RJ115697,289,83493363445673,전사,히어로,171,
2023-12-22,루나,316,넨코,289,83418788961402,라라,,604,SiniSter
2023-12-22,엘리시움,317,병찬,289,82769179892661,마법사,비숍,6221,
2023-12-22,루나,318,세상,289,81427724763285,전사,팔라딘,769,Design
2023-12-22,루나,319,데덩,289,80154123150929,전사,다크나이트,1402,Design
2023-12-22,크로아,320,낭들,289,80148603927747,팬텀,,876,루루
2023-12-22,스카니아,321,도동보,289,80124142716743,마법사,"아크메이지(불,독)",607,사이
2023-12-22,스카니아,322,아침은코코아,289,79435811375064,도적,듀얼블레이더,2210,헤로인
2023-12-22,스카니아,323,태규,289,77692676456817,기사단,윈드브레이커,2447,사랑
2023-12-22,루나,324,동전,289,76877746586789,도적,섀도어,1216,소원
2023-12-22,엘리시움,325,포도먹는표도,289,75962755722288,도적,나이트로드,3009,
2023-12-22,베라,326,남준,289,75167347411651,레지스탕스,제논,10385,Class
2023-12-22,루나,327,검성남짱,289,73471656059203,전사,히어로,2164,스타
2023-12-22,스카니아,328,알티,289,73154331240917,카데나,,463,리더
2023-12-22,스카니아,329,민법,289,72275210492468,레지스탕스,데몬슬레이어,1203,Lavender
2023-12-22,오로라,330,Seksman,289,71589838863723,레지스탕스,배틀메이지,418,음식
2023-12-22,스카니아,331,존슨,289,71589016465423,도적,듀얼블레이더,814,사랑
2023-12-22,크로아,332,백남,289,71489749978520,마법사,비숍,6763,지존
2023-12-22,크로아,333,량이,289,69802352855457,팬텀,,15355,루루
2023-12-22,스카니아,334,유언,289,69471882729369,마법사,"아크메이지(썬,콜)",909,리더
2023-12-22,루나,335,갈갈패,289,69039248372784,궁수,보우마스터,35909,SiniSter
2023-12-22,스카니아,336,챌리,289,68286760353226,마법사,"아크메이지(썬,콜)",4849,날개
2023-12-22,스카니아,337,난쟁아,289,67259241123383,마법사,비숍,575,전설
2023-12-22,루나,338,쵸싸,289,67028343445226,도적,나이트로드,1692,Justin
